application_id,gender,age,region,education,employment_type,employment_years,income_monthly,loan_amount,loan_term_months,loan_purpose,interest_rate,emi,emi_to_income,bureau_score,credit_utilization,num_credit_lines,num_inquiries_6m,num_delinquencies_2y,months_since_last_delinq,oldest_account_months,revolving_balance,total_debt,debt_to_income,app_logins_30d,avg_txn_value,num_bounced_payments,default
LN204505,Male,71,Tier-2,High-School,Salaried,30.0,46965.0,451098.0,36,Debt-Consolidation,19.98,16760.0,0.357,620.0,0.263,2,2,0,,76.0,111122.0,318547.0,0.565,12.0,3176.0,1,0
LN204230,Female,56,Tier-3,Post-Graduate,Salaried,15.1,36637.0,133558.0,12,Vehicle,17.5,12213.0,0.333,584.0,0.577,4,0,2,36.0,59.0,366145.0,448778.0,1.021,3.0,836.0,1,0
LN203091,Female,51,Tier-3,Graduate,Contract,2.5,32884.0,251320.0,48,Education,17.33,7295.0,0.222,733.0,0.152,4,0,1,8.0,87.0,63884.0,192868.0,0.489,17.0,2434.0,0,0
LN202726,Female,47,Tier-3,Graduate,Salaried,34.0,34233.0,101683.0,48,Debt-Consolidation,19.18,3050.0,0.089,625.0,0.937,1,0,1,16.0,68.0,379203.0,436781.0,1.063,13.0,1447.0,2,0
LN200477,Female,67,Tier-3,Graduate,Self-Employed,5.7,37666.0,86709.0,24,Debt-Consolidation,17.84,4322.0,0.115,716.0,0.276,5,0,1,4.0,105.0,66800.0,94119.0,0.208,13.0,3360.0,0,0
LN201329,Male,47,Tier-2,Diploma,Salaried,11.0,22981.0,261208.0,60,Vehicle,19.91,6907.0,0.301,679.0,0.464,1,5,1,22.0,89.0,175863.0,378473.0,1.372,8.0,1919.0,1,0
LN202283,Female,63,Tier-3,Diploma,Salaried,,19634.0,158178.0,60,Debt-Consolidation,14.61,3731.0,0.19,773.0,0.199,7,1,1,1.0,118.0,62530.0,131127.0,0.557,13.0,1148.0,1,0
LN203732,Male,58,Metro,Post-Graduate,Contract,0.5,76297.0,481421.0,36,Debt-Consolidation,17.61,17310.0,0.227,639.0,0.706,6,1,0,,127.0,255683.0,554900.0,0.606,14.0,5105.0,0,0
LN211599,Male,47,Tier-2,Graduate,Salaried,15.6,38350.0,77488.0,24,Education,18.61,3891.0,0.101,756.0,0.427,2,1,0,,64.0,213108.0,291796.0,0.634,11.0,2340.0,0,0
LN200751,Male,49,Tier-3,Graduate,Self-Employed,0.4,38122.0,149642.0,12,Vehicle,14.03,13438.0,0.352,754.0,0.371,5,2,0,,112.0,116960.0,209280.0,0.457,5.0,2426.0,0,0
LN209211,Male,50,Tier-3,Post-Graduate,Salaried,4.4,60667.0,791956.0,60,Vehicle,17.38,19844.0,0.327,751.0,0.56,3,2,1,17.0,90.0,250691.0,1041435.0,1.431,7.0,2543.0,0,0
LN211679,Male,50,Metro,Post-Graduate,Contract,0.5,55642.0,440500.0,24,Debt-Consolidation,18.27,22049.0,0.396,666.0,0.6,1,6,0,,91.0,246217.0,365030.0,0.547,10.0,2367.0,1,0
LN200873,Male,52,Metro,Graduate,Salaried,19.2,43757.0,365609.0,24,Home-Improvement,17.05,18085.0,0.413,642.0,0.682,8,1,1,10.0,60.0,290337.0,390294.0,0.743,10.0,2178.0,0,0
LN207558,Female,55,Metro,Post-Graduate,Contract,4.5,67833.0,204231.0,24,Business,16.61,10059.0,0.148,,0.622,4,4,0,,62.0,198598.0,392588.0,0.482,7.0,5290.0,0,0
LN207498,Female,35,Metro,Diploma,Salaried,0.5,48256.0,591350.0,48,Debt-Consolidation,19.53,17847.0,0.37,579.0,0.655,5,2,1,27.0,27.0,250556.0,616123.0,1.064,3.0,3760.0,1,1
LN204564,Male,64,Tier-3,Diploma,Self-Employed,2.4,42045.0,262830.0,36,Debt-Consolidation,18.61,9583.0,0.228,708.0,0.352,9,0,0,,86.0,56002.0,126405.0,0.251,11.0,1081.0,0,0
LN201545,Male,51,Tier-3,High-School,Salaried,1.5,22700.0,142462.0,24,Home-Improvement,17.23,7059.0,0.311,646.0,0.389,3,2,1,21.0,77.0,57286.0,149955.0,0.55,10.0,1312.0,1,0
LN200739,Male,43,Tier-3,,Contract,15.4,22685.0,185855.0,60,Education,16.94,4613.0,0.203,785.0,0.211,4,0,0,,105.0,104318.0,264683.0,0.972,22.0,1703.0,0,0
LN210293,Male,73,Tier-2,Post-Graduate,Contract,3.7,47175.0,350627.0,60,Medical,14.64,8275.0,0.175,751.0,0.156,2,2,0,,128.0,45500.0,259172.0,0.458,9.0,806.0,1,0
LN202683,Female,65,Tier-2,High-School,Salaried,6.6,22615.0,210955.0,36,Home-Improvement,16.54,7473.0,0.33,688.0,0.277,3,1,1,8.0,129.0,167436.0,303167.0,1.117,13.0,800.0,0,0
LN209231,Female,51,Tier-2,Graduate,Salaried,3.6,38682.0,548634.0,60,Debt-Consolidation,12.62,12377.0,0.32,746.0,0.248,12,0,1,45.0,98.0,227146.0,716170.0,1.543,21.0,2512.0,0,0
LN208897,Male,56,Tier-2,Graduate,Salaried,4.9,35726.0,97196.0,12,Debt-Consolidation,17.68,8896.0,0.249,645.0,0.231,2,3,2,27.0,74.0,12605.0,62255.0,0.145,11.0,1080.0,0,1
LN205121,Male,40,Tier-3,Diploma,Salaried,5.0,17898.0,44013.0,36,Education,17.82,1587.0,0.089,618.0,0.577,3,0,1,5.0,72.0,297012.0,341875.0,1.592,8.0,1553.0,1,0
LN207816,Male,49,Tier-2,Graduate,Contract,13.8,32075.0,297596.0,48,Debt-Consolidation,15.14,8303.0,0.259,732.0,0.237,4,1,1,13.0,65.0,69467.0,276156.0,0.717,16.0,1336.0,0,0
LN203518,Male,44,Metro,High-School,Salaried,18.0,35601.0,395714.0,60,Debt-Consolidation,18.39,10133.0,0.285,676.0,0.695,5,1,1,3.0,67.0,93863.0,505724.0,1.184,4.0,422.0,0,0
LN211803,Female,44,Rural,High-School,Salaried,9.9,9000.0,60727.0,48,Business,16.42,1734.0,0.193,587.0,0.585,4,1,1,18.0,82.0,150205.0,167361.0,1.55,10.0,,0,0
LN202354,Male,54,Tier-3,Post-Graduate,Self-Employed,2.3,70191.0,226615.0,36,Medical,20.44,8473.0,0.121,578.0,0.736,3,2,0,,46.0,246187.0,464379.0,0.551,,6263.0,0,0
LN210151,Female,50,Tier-2,Diploma,Salaried,8.5,24872.0,298742.0,60,Business,18.63,7689.0,0.309,659.0,0.383,1,4,2,24.0,60.0,35199.0,168691.0,0.565,7.0,726.0,1,0
LN205579,Female,65,Rural,High-School,Salaried,4.2,13510.0,103104.0,24,Business,18.59,5177.0,0.383,581.0,0.864,1,5,6,29.0,54.0,435080.0,482310.0,2.975,5.0,686.0,1,1
LN200773,Female,49,Tier-3,Graduate,Self-Employed,25.8,27438.0,278692.0,36,Medical,16.43,9857.0,0.359,662.0,0.396,4,0,1,20.0,64.0,190832.0,448549.0,1.362,9.0,399.0,0,0
LN205146,Female,53,Tier-3,High-School,Contract,0.1,17773.0,97186.0,36,Home-Improvement,17.31,3480.0,0.196,688.0,0.747,1,3,0,,80.0,331221.0,414824.0,1.945,17.0,318.0,0,1
LN210596,Male,64,Tier-2,Graduate,Self-Employed,,53307.0,216164.0,60,Education,18.59,5559.0,0.104,564.0,0.65,3,2,2,17.0,108.0,108614.0,190469.0,0.298,8.0,1320.0,1,0
LN209518,Male,52,Tier-3,Diploma,Salaried,8.9,32780.0,136200.0,24,Home-Improvement,18.28,6818.0,0.208,650.0,0.465,2,2,2,60.0,97.0,64995.0,204640.0,0.52,9.0,1592.0,1,0
LN200641,Female,52,Tier-2,Diploma,Self-Employed,9.9,40767.0,428392.0,36,Business,16.91,15254.0,0.374,741.0,0.195,3,2,0,,105.0,58922.0,259104.0,0.53,13.0,1223.0,0,0
LN208218,Male,46,Tier-3,Graduate,Salaried,35.9,47739.0,409296.0,60,Debt-Consolidation,19.51,10733.0,0.225,668.0,0.432,3,3,1,12.0,78.0,66971.0,240869.0,0.42,14.0,3423.0,0,0
LN206521,Male,63,Tier-3,Post-Graduate,Contract,1.3,42455.0,242929.0,24,Vehicle,20.91,12472.0,0.294,652.0,0.487,6,1,0,,115.0,256290.0,386109.0,0.758,8.0,2743.0,0,1
LN205963,Male,58,Rural,Graduate,Contract,1.1,22636.0,147984.0,36,Business,18.77,5407.0,0.239,681.0,0.639,2,6,2,37.0,99.0,275529.0,427074.0,1.572,7.0,464.0,1,0
LN211932,Male,39,Tier-2,High-School,Gig-Worker,3.5,14469.0,174211.0,48,Business,16.14,4950.0,0.342,710.0,0.267,2,0,2,15.0,51.0,98439.0,203392.0,1.171,6.0,514.0,2,0
LN204309,Female,35,Tier-2,Diploma,Contract,4.3,11892.0,30292.0,24,Business,19.91,1540.0,0.129,625.0,0.469,0,1,1,21.0,148.0,202780.0,215786.0,1.512,11.0,596.0,0,0
LN200865,Female,32,Metro,Post-Graduate,Self-Employed,20.3,34112.0,299749.0,48,Home-Improvement,20.57,9213.0,0.27,693.0,0.274,5,3,2,35.0,60.0,134821.0,309587.0,0.756,10.0,558.0,1,0
LN201357,Male,49,Tier-2,Graduate,Self-Employed,16.5,35264.0,242295.0,36,Debt-Consolidation,18.07,8768.0,0.249,630.0,0.815,2,2,1,28.0,57.0,323167.0,452451.0,1.069,14.0,1913.0,1,0
LN211505,Male,42,Metro,Diploma,Contract,0.9,37223.0,164091.0,12,Business,13.77,14716.0,0.395,842.0,0.01,5,1,0,,123.0,637.0,97832.0,0.219,22.0,1107.0,0,0
LN207142,Female,50,Tier-3,Graduate,Self-Employed,1.3,34529.0,116063.0,24,Home-Improvement,18.26,5809.0,0.168,679.0,0.542,3,0,1,10.0,67.0,265995.0,311251.0,0.751,8.0,2395.0,1,0
LN211893,Female,42,Tier-3,Diploma,Salaried,12.6,25533.0,273006.0,48,Vehicle,21.39,8511.0,0.333,676.0,0.526,5,2,0,,50.0,156031.0,246531.0,0.805,14.0,1067.0,0,0
LN209656,Male,53,Rural,Graduate,Salaried,0.6,28980.0,204985.0,24,Debt-Consolidation,20.25,10458.0,0.361,591.0,0.671,3,3,1,13.0,132.0,174110.0,262098.0,0.754,10.0,2487.0,0,0
LN206958,Male,41,Tier-3,Graduate,Self-Employed,1.0,39108.0,165941.0,36,Business,19.81,6151.0,0.157,608.0,0.644,5,2,2,14.0,62.0,58024.0,149308.0,0.318,,1782.0,0,1
LN208443,Male,61,Tier-2,Post-Graduate,Self-Employed,16.2,75448.0,197568.0,24,Business,17.7,9835.0,0.13,558.0,0.672,1,0,1,19.0,114.0,142651.0,251194.0,0.277,5.0,5522.0,0,0
LN200962,Male,52,Tier-3,Graduate,Gig-Worker,1.1,26749.0,224087.0,24,Business,18.85,11280.0,0.422,692.0,0.242,5,2,0,,91.0,158527.0,358594.0,1.117,19.0,560.0,0,0
LN208928,Male,60,Metro,Graduate,Self-Employed,0.2,83737.0,853276.0,36,Vehicle,18.88,31226.0,0.373,646.0,0.734,1,5,0,,91.0,182112.0,908541.0,0.904,2.0,5691.0,0,0
LN208026,Male,46,Metro,Graduate,Salaried,1.6,58165.0,531293.0,48,Education,18.04,15618.0,0.269,656.0,0.617,5,3,1,22.0,96.0,315773.0,662851.0,0.95,6.0,1626.0,0,0
LN211002,Female,40,Metro,Graduate,Gig-Worker,0.0,28608.0,130883.0,36,Business,20.93,4926.0,0.172,584.0,0.618,6,2,1,12.0,47.0,261475.0,315272.0,0.918,4.0,2406.0,0,0
LN205376,Male,74,Metro,Post-Graduate,Self-Employed,5.6,102594.0,709689.0,24,Debt-Consolidation,19.63,35992.0,0.351,519.0,0.762,5,1,1,31.0,138.0,96865.0,349596.0,0.284,1.0,6228.0,2,0
LN203309,Male,43,Metro,Post-Graduate,Contract,1.6,70726.0,338787.0,36,Medical,19.19,12451.0,0.176,644.0,0.327,4,3,4,24.0,29.0,87904.0,240549.0,0.283,8.0,6104.0,2,0
LN202166,Female,46,Tier-2,Graduate,Salaried,2.1,51938.0,452399.0,24,Debt-Consolidation,16.68,22298.0,0.429,775.0,0.392,7,2,0,,111.0,197571.0,504055.0,0.809,11.0,1573.0,0,1
LN200363,Male,56,Metro,High-School,Self-Employed,18.0,47955.0,427523.0,36,Debt-Consolidation,18.57,15579.0,0.325,591.0,0.991,2,3,3,18.0,59.0,544762.0,843810.0,1.466,6.0,3260.0,0,0
LN203723,Male,49,Metro,Graduate,Self-Employed,5.0,76162.0,591240.0,36,Vehicle,17.58,21250.0,0.279,773.0,0.01,5,0,0,,168.0,1939.0,525517.0,0.575,14.0,6011.0,0,0
LN202825,Female,49,Tier-2,Post-Graduate,Contract,0.7,48255.0,457549.0,48,Home-Improvement,15.08,12752.0,0.264,673.0,0.439,5,3,0,,110.0,125591.0,335486.0,0.579,11.0,1419.0,0,0
LN205945,Male,32,Tier-2,Post-Graduate,Contract,0.2,32167.0,156433.0,12,Education,20.52,14530.0,0.452,583.0,0.655,1,4,2,29.0,57.0,235425.0,325057.0,0.842,10.0,497.0,0,1
LN203597,Female,74,Tier-3,High-School,Gig-Worker,0.8,17272.0,82252.0,36,Business,18.04,2975.0,0.172,673.0,0.564,5,0,0,,101.0,94719.0,178625.0,0.862,10.0,616.0,1,1
LN204726,Female,57,Tier-2,Graduate,Gig-Worker,4.4,24632.0,109843.0,60,Business,16.24,2685.0,0.109,693.0,0.39,8,2,1,11.0,122.0,38564.0,119728.0,0.405,12.0,730.0,0,0
LN200546,Male,44,Tier-2,Graduate,Salaried,2.5,38699.0,361071.0,36,Education,17.8,13017.0,0.336,559.0,0.637,5,4,2,24.0,110.0,443572.0,819516.0,1.765,5.0,1833.0,1,0
LN202940,Female,66,Tier-2,High-School,Gig-Worker,0.5,13348.0,90743.0,48,Home-Improvement,17.14,2625.0,0.197,676.0,0.265,3,4,1,27.0,113.0,23630.0,83556.0,0.522,15.0,1069.0,0,0
LN200471,Male,57,Metro,Post-Graduate,Contract,4.8,53101.0,250937.0,12,Business,18.91,23115.0,0.435,658.0,0.466,4,1,2,17.0,147.0,193546.0,347934.0,0.546,11.0,1808.0,0,0
LN201641,Male,42,Metro,Graduate,Salaried,17.0,73351.0,464279.0,36,Vehicle,16.72,16488.0,0.225,842.0,0.272,3,0,0,,83.0,54069.0,457585.0,0.52,17.0,2263.0,0,0
LN210634,Female,48,Tier-3,High-School,Self-Employed,2.5,29908.0,68911.0,12,Medical,16.03,6253.0,0.209,765.0,0.374,7,1,0,,130.0,71474.0,138580.0,0.386,13.0,2420.0,1,0
LN203338,Male,41,Metro,Graduate,Salaried,5.7,77508.0,216362.0,24,Medical,18.44,10848.0,0.14,589.0,0.724,3,2,0,,84.0,165989.0,296255.0,0.319,4.0,2029.0,0,0
LN205317,Female,39,Tier-3,Post-Graduate,Self-Employed,0.6,20990.0,136294.0,36,Home-Improvement,19.41,5024.0,0.239,577.0,0.86,4,5,0,,19.0,397274.0,469196.0,1.863,5.0,1093.0,0,0
LN201172,Male,35,Tier-3,Diploma,Gig-Worker,6.0,13769.0,34161.0,12,Education,15.89,3098.0,0.225,752.0,0.317,4,2,1,14.0,58.0,40575.0,60833.0,0.368,14.0,830.0,0,0
LN207940,Male,38,Tier-3,Graduate,Contract,0.5,24878.0,92462.0,48,Business,19.01,2765.0,0.111,735.0,0.323,6,1,2,15.0,102.0,135156.0,179200.0,0.6,4.0,541.0,0,0
LN205183,Female,47,Tier-2,Diploma,Gig-Worker,0.3,13378.0,110831.0,36,Vehicle,24.24,4362.0,0.326,445.0,0.825,2,1,2,47.0,56.0,278983.0,346869.0,2.161,4.0,314.0,2,1
LN210329,Female,51,Tier-2,High-School,Contract,9.0,35213.0,135385.0,36,Home-Improvement,23.19,5254.0,0.149,418.0,0.627,2,1,1,13.0,54.0,300602.0,424209.0,1.004,0.0,2473.0,1,1
LN209210,Female,31,Metro,Graduate,Self-Employed,5.5,37471.0,140919.0,36,Business,19.67,5213.0,0.139,568.0,0.488,6,2,2,27.0,58.0,168915.0,243638.0,0.542,6.0,1631.0,1,1
LN206632,Female,55,Tier-3,Graduate,Salaried,3.3,35905.0,172040.0,36,Business,19.01,6307.0,0.176,697.0,0.39,4,2,3,36.0,88.0,90655.0,175815.0,0.408,19.0,1346.0,1,0
LN208728,Male,42,Tier-2,Diploma,Salaried,1.3,28587.0,221082.0,24,Debt-Consolidation,17.03,10934.0,0.382,574.0,0.698,5,2,3,75.0,46.0,376506.0,514949.0,1.501,6.0,836.0,0,1
LN205426,Female,43,Tier-3,Graduate,Self-Employed,12.8,23480.0,152220.0,36,Business,16.97,5425.0,0.231,620.0,0.612,7,1,3,26.0,76.0,162842.0,231547.0,0.822,14.0,1638.0,0,0
LN210283,Female,40,Tier-3,Post-Graduate,Self-Employed,6.9,23393.0,80791.0,60,Vehicle,18.35,2067.0,0.088,577.0,0.525,6,2,1,46.0,45.0,289547.0,312740.0,1.114,9.0,1357.0,1,0
LN201410,Female,43,Tier-3,Post-Graduate,Salaried,,32900.0,68242.0,36,Vehicle,20.56,2556.0,0.078,547.0,0.501,0,0,0,,99.0,195148.0,250432.0,0.634,1.0,2480.0,0,0
LN206997,Male,63,Tier-3,High-School,Salaried,33.5,36279.0,294490.0,48,Business,18.07,8661.0,0.239,601.0,0.575,3,2,3,11.0,72.0,56161.0,142701.0,0.328,4.0,399.0,1,0
LN205781,Female,55,Tier-3,Post-Graduate,Salaried,8.4,65297.0,510136.0,36,Home-Improvement,16.84,18147.0,0.278,769.0,0.01,5,1,0,,85.0,5032.0,472348.0,0.603,17.0,801.0,0,0
LN207182,Female,64,Metro,Post-Graduate,Contract,1.9,44544.0,83198.0,12,Business,22.25,7797.0,0.175,526.0,0.803,3,2,0,,109.0,163435.0,246504.0,0.461,5.0,2460.0,0,1
LN208955,Male,64,Tier-2,High-School,Self-Employed,4.0,36047.0,206804.0,24,Vehicle,19.52,10477.0,0.291,558.0,0.49,4,1,1,16.0,71.0,186333.0,354085.0,0.819,1.0,2411.0,0,0
LN202694,Female,43,Metro,High-School,Contract,,20080.0,111941.0,36,Business,17.45,4016.0,0.2,645.0,0.43,4,4,2,12.0,61.0,149224.0,230816.0,0.958,7.0,1655.0,0,0
LN200815,Female,51,Rural,Diploma,Gig-Worker,4.7,23904.0,149348.0,24,Debt-Consolidation,16.44,7344.0,0.307,741.0,0.236,7,1,0,,87.0,15385.0,73896.0,0.258,10.0,1113.0,0,0
LN202131,Female,66,Tier-2,High-School,Self-Employed,6.2,39072.0,89471.0,12,Education,17.78,8193.0,0.21,655.0,0.383,2,2,0,,77.0,99974.0,169163.0,0.361,9.0,1530.0,1,1
LN201797,Male,74,Tier-2,Graduate,Contract,3.1,51651.0,73677.0,12,Education,14.15,6620.0,0.128,759.0,0.379,4,1,1,9.0,96.0,218446.0,240170.0,0.387,17.0,917.0,0,0
LN204575,Male,36,Tier-2,Graduate,Self-Employed,6.8,41925.0,391446.0,60,Medical,14.34,9177.0,0.219,787.0,0.31,12,0,0,,85.0,172647.0,295807.0,0.588,18.0,3503.0,0,0
LN205190,Female,50,Tier-2,Graduate,Salaried,2.8,33455.0,108869.0,12,Business,18.84,10025.0,0.3,701.0,0.338,4,2,0,,46.0,150720.0,245418.0,0.611,5.0,1036.0,1,1
LN203122,Male,52,Tier-3,Graduate,Self-Employed,7.7,60114.0,308920.0,36,Medical,19.55,11410.0,0.19,616.0,0.512,1,2,0,,77.0,248201.0,550366.0,0.763,11.0,1618.0,1,0
LN206422,Female,74,Tier-2,Graduate,Gig-Worker,,16520.0,230058.0,60,Medical,17.58,5790.0,0.35,719.0,0.506,4,0,2,31.0,194.0,165167.0,365018.0,1.841,14.0,268.0,1,0
LN204275,Male,38,Tier-2,Post-Graduate,Salaried,13.1,44706.0,357988.0,24,Debt-Consolidation,18.62,17980.0,0.402,594.0,0.437,5,0,2,12.0,71.0,305633.0,509445.0,0.95,9.0,,0,0
LN211126,Male,49,Tier-2,Graduate,Contract,0.4,43547.0,525268.0,48,Home-Improvement,12.85,14053.0,0.323,698.0,0.511,1,1,1,48.0,92.0,73496.0,462397.0,0.885,5.0,2066.0,0,1
LN208039,Female,57,Tier-2,Post-Graduate,Contract,1.6,54448.0,180310.0,12,Medical,17.53,16491.0,0.303,697.0,0.431,7,1,3,44.0,95.0,328094.0,459511.0,0.703,11.0,3823.0,0,0
LN206578,Female,42,Metro,Graduate,Self-Employed,3.7,72132.0,183289.0,12,Home-Improvement,16.59,16681.0,0.231,637.0,0.56,2,4,0,,50.0,144886.0,209652.0,0.242,12.0,5656.0,0,0
LN210190,Female,74,Rural,Graduate,Self-Employed,11.8,23465.0,122910.0,24,Medical,14.83,5950.0,0.254,679.0,0.316,2,2,4,12.0,91.0,38863.0,156559.0,0.556,15.0,452.0,0,1
LN207930,Male,48,Metro,Post-Graduate,Gig-Worker,1.7,67516.0,234447.0,12,Debt-Consolidation,18.24,21521.0,0.319,549.0,0.8,2,0,1,8.0,78.0,318321.0,394975.0,0.488,9.0,1881.0,2,1
LN200237,Female,55,Metro,Post-Graduate,Salaried,0.2,64770.0,130450.0,24,Debt-Consolidation,16.68,6430.0,0.099,671.0,0.237,5,2,0,,66.0,14712.0,124746.0,0.16,22.0,4650.0,0,0
LN201532,Male,35,Metro,Graduate,Contract,8.8,40729.0,336957.0,60,Home-Improvement,16.98,8371.0,0.206,681.0,0.575,3,2,1,11.0,94.0,137405.0,329185.0,0.674,14.0,831.0,0,1
LN211324,Male,50,Rural,Diploma,Salaried,7.0,17940.0,116052.0,36,Vehicle,20.54,4345.0,0.242,639.0,0.41,3,2,1,6.0,80.0,223872.0,330608.0,1.536,6.0,240.0,0,0
LN205550,Male,51,Tier-2,Graduate,Salaried,4.1,34127.0,191677.0,24,Home-Improvement,18.1,9579.0,0.281,641.0,0.719,2,1,3,39.0,99.0,200278.0,363846.0,0.888,14.0,2856.0,0,0
LN203410,Female,35,Tier-2,Post-Graduate,Salaried,,57253.0,161148.0,12,Education,17.87,14764.0,0.258,662.0,0.16,7,0,0,,73.0,96191.0,138765.0,0.202,2.0,4918.0,0,0
LN202831,Male,49,Tier-3,Graduate,Contract,8.0,30024.0,176794.0,36,Home-Improvement,17.26,6326.0,0.211,521.0,0.734,4,4,1,25.0,47.0,39380.0,168584.0,0.468,6.0,2404.0,2,1
LN210950,Male,67,Tier-3,Post-Graduate,Contract,1.6,33845.0,124951.0,36,Medical,18.37,4541.0,0.134,584.0,0.698,3,4,2,35.0,58.0,38124.0,168025.0,0.414,2.0,561.0,2,0
LN201535,Male,39,Metro,Graduate,Salaried,10.6,69934.0,393675.0,24,Medical,14.89,19067.0,0.273,718.0,0.308,6,0,0,,58.0,221575.0,586635.0,0.699,9.0,2779.0,0,0
LN203879,Male,38,Tier-3,Graduate,Salaried,12.1,39112.0,204529.0,12,Debt-Consolidation,16.82,18637.0,0.477,688.0,0.372,4,1,2,8.0,62.0,76997.0,193137.0,0.412,9.0,545.0,0,0
LN206403,Male,43,Tier-3,Graduate,Salaried,21.1,30021.0,115582.0,36,Home-Improvement,23.92,4530.0,0.151,444.0,0.803,5,2,5,16.0,35.0,514269.0,553590.0,1.537,0.0,911.0,1,0
LN201299,Male,39,Tier-2,Graduate,Contract,0.9,23624.0,127284.0,36,Debt-Consolidation,19.44,4694.0,0.199,655.0,0.387,3,2,0,,64.0,146110.0,238094.0,0.84,10.0,1692.0,0,0
LN205286,Female,45,Tier-2,Graduate,Gig-Worker,0.4,11334.0,31232.0,12,Debt-Consolidation,18.68,2873.0,0.253,603.0,0.609,2,1,1,10.0,50.0,109796.0,119631.0,0.88,1.0,884.0,0,1
LN208606,Male,58,Tier-3,Post-Graduate,Self-Employed,2.4,41898.0,227441.0,24,Debt-Consolidation,15.74,11108.0,0.265,788.0,0.257,8,2,0,,136.0,71289.0,273107.0,0.543,20.0,1748.0,0,0
LN201480,Male,46,Metro,Diploma,Salaried,1.2,46589.0,307148.0,36,Vehicle,17.72,11061.0,0.237,636.0,0.514,10,0,0,,60.0,169338.0,320485.0,0.573,8.0,1306.0,1,0
LN202793,Female,52,Metro,High-School,Salaried,4.2,26160.0,177821.0,36,Home-Improvement,19.68,6580.0,0.252,563.0,0.402,6,2,4,28.0,84.0,32532.0,200291.0,0.638,,790.0,0,0
LN207047,Male,74,Tier-3,,Gig-Worker,0.9,18192.0,140159.0,36,Debt-Consolidation,19.51,5174.0,0.284,512.0,0.641,3,2,0,,73.0,264100.0,310446.0,1.422,4.0,1534.0,0,1
LN211761,Male,69,Tier-3,High-School,Self-Employed,11.1,30816.0,127888.0,48,Debt-Consolidation,16.57,3662.0,0.119,733.0,0.126,5,4,1,21.0,83.0,25309.0,89031.0,0.241,11.0,919.0,0,0
LN205091,Female,41,Tier-3,High-School,Self-Employed,2.5,18485.0,39449.0,24,Home-Improvement,18.04,1970.0,0.107,681.0,0.216,1,0,0,,51.0,21602.0,59909.0,0.27,20.0,1303.0,2,0
LN202329,Male,50,Rural,Post-Graduate,Salaried,11.1,36760.0,241294.0,36,Education,18.73,8812.0,0.24,604.0,0.463,5,2,2,30.0,49.0,187955.0,356235.0,0.808,7.0,1282.0,0,0
LN210848,Female,46,Tier-2,Graduate,Salaried,16.9,41622.0,445649.0,36,Vehicle,16.02,15672.0,0.377,673.0,0.351,6,3,0,,85.0,118723.0,543755.0,1.089,12.0,2596.0,4,0
LN208132,Female,51,Tier-2,High-School,Self-Employed,9.1,12851.0,148869.0,60,Home-Improvement,19.11,3871.0,0.301,578.0,0.537,5,3,0,,85.0,347534.0,476117.0,3.087,2.0,799.0,0,1
LN206699,Male,57,Tier-2,High-School,Salaried,4.9,25307.0,144262.0,12,Debt-Consolidation,19.75,13346.0,0.527,588.0,0.55,4,2,4,8.0,55.0,263748.0,342116.0,1.127,8.0,918.0,2,0
LN205942,Male,37,Metro,Graduate,Salaried,7.6,65715.0,511096.0,24,Debt-Consolidation,16.68,25191.0,0.383,774.0,0.269,8,0,1,12.0,38.0,144488.0,613231.0,0.778,22.0,2504.0,0,0
LN203661,Female,60,Metro,Post-Graduate,Salaried,6.9,88196.0,723851.0,36,Debt-Consolidation,18.15,26223.0,0.297,594.0,0.696,6,4,1,24.0,49.0,464088.0,1112066.0,1.051,5.0,5327.0,1,1
LN200555,Male,36,Metro,Diploma,Salaried,2.6,37917.0,400799.0,48,Education,20.56,12316.0,0.325,585.0,0.734,8,2,0,,67.0,59107.0,405299.0,0.891,9.0,1866.0,1,0
LN204825,Male,40,Metro,Post-Graduate,Contract,4.4,60048.0,406089.0,36,Business,16.36,14349.0,0.239,759.0,0.275,3,2,1,15.0,95.0,129948.0,255659.0,0.355,19.0,1600.0,0,0
LN201163,Male,49,Tier-2,Graduate,Self-Employed,,33805.0,59164.0,24,Education,16.8,2920.0,0.086,657.0,0.533,2,0,2,39.0,81.0,92446.0,114985.0,0.283,5.0,1269.0,0,0
LN208316,Female,38,Tier-2,High-School,Salaried,8.8,23726.0,60703.0,36,Home-Improvement,19.24,2233.0,0.094,690.0,0.493,7,1,1,33.0,52.0,298255.0,359637.0,1.263,8.0,1015.0,0,0
LN204715,Male,54,Rural,High-School,Self-Employed,0.1,14644.0,48266.0,12,Vehicle,20.53,4483.0,0.306,570.0,0.607,2,2,3,24.0,67.0,91908.0,122047.0,0.695,6.0,1096.0,0,0
LN200397,Male,47,Rural,Graduate,Salaried,3.2,21213.0,116578.0,12,Vehicle,18.37,10708.0,0.505,611.0,0.204,5,1,2,40.0,70.0,93470.0,204146.0,0.802,6.0,1781.0,0,0
LN211032,Female,39,Rural,Diploma,Contract,,12412.0,99056.0,36,Home-Improvement,17.55,3559.0,0.287,556.0,0.835,2,3,2,49.0,54.0,266879.0,316373.0,2.124,1.0,311.0,1,0
