customer_id,gender,age,region,tenure_months,contract_type,payment_method,internet_service,customer_segment,monthly_charges,total_charges,usage_hours,support_tickets,satisfaction_score,churn
CUST1302,Female,59.0,South,14,Month-to-Month,Bank Transfer,Fiber,Standard,75.37,1002.78,32.1,4,6.8,1
CUST1254,Male,38.0,South,6,Month-to-Month,Bank Transfer,DSL,Premium,90.06,550.86,12.1,5,7.6,1
CUST1969,Male,76.0,South,8,Month-to-Month,Credit Card,DSL,Standard,67.63,514.8,20.4,1,8.6,0
CUST1942,Male,29.0,East,19,Month-to-Month,UPI,DSL,Standard,51.46,1099.15,21.9,1,8.9,0
CUST1312,Male,,East,19,Month-to-Month,UPI,DSL,Premium,98.22,1854.31,32.8,2,9.3,0
CUST1869,Male,36.0,South,7,Month-to-Month,Electronic Check,DSL,Standard,68.1,460.49,,5,5.9,1
CUST1221,Male,26.0,South,35,Two-Year,Bank Transfer,DSL,Basic,40.97,1351.61,20.7,4,7.7,0
CUST1477,Female,53.0,South,32,Month-to-Month,Credit Card,DSL,Standard,53.1,1683.41,15.8,3,6.7,0
CUST1388,Male,29.0,South,60,Two-Year,UPI,No Internet,Premium,85.87,4911.73,13.3,1,7.7,0
CUST1235,Female,59.0,West,21,Month-to-Month,Credit Card,Fiber,Basic,51.48,1204.14,36.2,2,9.1,0
CUST1852,Female,50.0,South,14,Month-to-Month,Bank Transfer,DSL,Standard,64.21,853.88,40.0,1,6.5,1
CUST2094,Female,27.0,South,5,Month-to-Month,Credit Card,Fiber,Standard,86.16,387.63,38.0,6,3.2,1
CUST1720,Female,47.0,South,28,Month-to-Month,UPI,Fiber,Basic,49.69,1361.7,53.3,1,10.0,0
CUST1305,Male,28.0,South,26,Month-to-Month,Bank Transfer,Fiber,Basic,60.98,1668.35,41.1,4,7.8,0
CUST2115,Male,47.0,South,24,One-Year,Electronic Check,DSL,Premium,89.38,,33.6,3,8.7,0
CUST2024,Female,28.0,West,7,Month-to-Month,Electronic Check,Fiber,Basic,44.56,342.88,28.7,1,8.8,0
CUST2108,Female,38.0,East,58,One-Year,Electronic Check,Fiber,Basic,55.35,2972.05,42.9,3,6.7,0
CUST1927,Female,22.0,South,18,Two-Year,Bank Transfer,Fiber,Premium,104.76,2090.53,61.2,1,8.6,0
CUST2143,Female,41.0,South,1,Month-to-Month,Electronic Check,DSL,Basic,41.58,41.2,64.2,7,8.1,1
CUST1249,Male,22.0,North,13,Two-Year,Electronic Check,No Internet,Basic,35.72,427.12,12.9,0,10.0,0
CUST1767,Male,35.0,West,5,Month-to-Month,Bank Transfer,Fiber,Standard,69.57,324.43,59.1,3,6.5,1
CUST1602,Female,41.0,North,10,Month-to-Month,Electronic Check,Fiber,Basic,54.44,591.53,41.6,5,5.6,1
CUST1071,Male,45.0,South,65,Two-Year,Bank Transfer,Fiber,Basic,50.34,3260.15,41.9,4,7.1,0
CUST1094,Male,26.0,South,27,Two-Year,Bank Transfer,,Premium,102.58,2633.26,61.0,1,6.9,0
CUST1553,Female,40.0,West,36,Two-Year,Credit Card,DSL,Basic,48.42,1719.27,33.3,3,8.1,0
CUST1033,Male,75.0,East,10,Month-to-Month,Credit Card,DSL,Basic,44.93,494.62,29.4,1,7.1,0
CUST2091,Female,50.0,East,22,Month-to-Month,Electronic Check,DSL,Standard,61.34,1306.93,15.1,1,8.4,0
CUST2160,Male,48.0,West,36,One-Year,Credit Card,Fiber,Standard,76.86,2876.59,33.8,0,6.3,0
CUST1978,Female,,North,29,Month-to-Month,Credit Card,DSL,Premium,86.98,2452.93,39.7,2,6.2,1
CUST1448,Male,46.0,West,11,One-Year,Credit Card,Fiber,Standard,85.55,924.09,56.3,2,8.2,0
CUST1445,Female,43.0,South,59,One-Year,Electronic Check,DSL,Basic,50.02,,32.0,4,6.4,1
CUST1259,Female,57.0,South,28,Month-to-Month,Electronic Check,Fiber,Basic,48.58,1307.45,65.3,3,,0
CUST1204,Male,48.0,North,7,Month-to-Month,Electronic Check,Fiber,Basic,48.96,324.57,102.7,4,6.9,1
CUST1770,Male,36.0,South,20,Two-Year,Electronic Check,Fiber,Basic,42.23,848.8,54.8,0,8.6,0
CUST2171,Female,55.0,South,14,Month-to-Month,Credit Card,Fiber,Standard,74.29,1055.69,36.8,2,9.2,0
CUST1593,Female,58.0,East,33,One-Year,UPI,DSL,Premium,87.88,2722.22,68.9,3,,0
CUST1365,Male,23.0,South,32,Two-Year,Electronic Check,DSL,Basic,33.83,1152.28,48.3,0,10.0,0
CUST1727,Male,32.0,East,1,Month-to-Month,Bank Transfer,Fiber,Basic,53.45,53.65,57.3,6,5.9,1
CUST1077,Female,57.0,North,10,Month-to-Month,Credit Card,DSL,Basic,43.21,430.25,15.6,1,10.0,0
CUST1084,Male,45.0,West,5,Two-Year,Electronic Check,DSL,Basic,34.32,170.17,30.8,4,6.1,1
CUST1911,Female,55.0,South,12,Two-Year,Credit Card,DSL,Standard,61.56,764.71,28.6,2,9.4,0
CUST1082,Female,39.0,South,13,Month-to-Month,Credit Card,DSL,Standard,65.91,868.3,,1,8.6,0
CUST1457,Male,53.0,West,21,Month-to-Month,UPI,Fiber,Standard,85.11,1868.37,,1,7.1,1
CUST2158,Male,20.0,West,35,One-Year,Electronic Check,DSL,Basic,37.86,1311.67,99.6,3,8.0,0
CUST1436,Male,40.0,South,13,One-Year,Electronic Check,Fiber,Standard,93.95,1185.44,46.4,0,10.0,0
CUST1596,Female,59.0,East,15,One-Year,Electronic Check,Fiber,Basic,50.14,761.2,109.3,1,9.8,0
CUST1900,Male,19.0,East,72,Two-Year,Electronic Check,DSL,Basic,52.77,3501.91,23.8,2,10.0,0
CUST1404,Female,37.0,North,12,Month-to-Month,Credit Card,Fiber,Basic,50.21,595.6,22.5,3,8.1,1
CUST2049,Male,23.0,South,44,Two-Year,Credit Card,DSL,Basic,44.0,2121.31,30.6,1,9.6,0
CUST1615,Female,36.0,South,72,One-Year,Electronic Check,DSL,Basic,42.77,2929.02,,2,9.5,0
CUST1921,Female,39.0,North,21,Month-to-Month,Credit Card,Fiber,Premium,109.97,2224.81,63.4,2,8.3,0
CUST1104,Female,31.0,West,7,Month-to-Month,Electronic Check,DSL,Standard,60.64,425.82,24.7,2,7.4,0
CUST1724,Male,49.0,North,27,Month-to-Month,Electronic Check,Fiber,Standard,66.66,1692.27,37.8,2,6.3,1
CUST1613,Female,64.0,North,7,One-Year,Electronic Check,Fiber,Basic,61.91,476.38,34.7,6,3.8,0
CUST1062,Female,40.0,South,33,Month-to-Month,UPI,Fiber,Basic,46.87,1726.61,36.3,2,6.8,0
CUST1281,Male,40.0,North,30,Two-Year,UPI,DSL,Basic,41.92,1271.2,26.5,3,7.5,0
CUST1670,Male,51.0,South,11,Month-to-Month,UPI,DSL,Basic,43.19,515.84,20.7,0,8.6,0
CUST1238,Male,56.0,West,28,Two-Year,Bank Transfer,No Internet,Premium,79.02,2113.94,12.9,0,9.7,0
CUST1223,Female,24.0,South,72,Two-Year,Electronic Check,DSL,Basic,48.33,3470.02,38.8,1,10.0,0
CUST1145,Male,23.0,East,10,Month-to-Month,Bank Transfer,DSL,Standard,45.24,446.5,31.0,1,5.5,0
CUST2196,Male,48.0,North,72,Two-Year,Electronic Check,DSL,Basic,28.73,1890.17,43.2,1,9.9,0
CUST1373,Male,48.0,West,21,Month-to-Month,Electronic Check,Fiber,Standard,72.96,1541.2,51.6,3,9.7,1
CUST1118,Male,52.0,East,66,One-Year,UPI,No Internet,Premium,69.32,5229.88,24.3,1,10.0,0
CUST1964,Female,40.0,West,4,Month-to-Month,Electronic Check,DSL,Basic,35.66,136.82,24.5,6,6.0,1
CUST1250,Female,47.0,West,21,Two-Year,Credit Card,Fiber,Premium,101.33,,61.9,0,9.9,0
CUST2161,Female,39.0,North,25,Month-to-Month,Credit Card,Fiber,Standard,69.42,1746.35,33.9,0,9.6,0
CUST1009,Male,,South,28,Two-Year,Electronic Check,DSL,Premium,78.27,2110.77,29.4,1,8.3,0
CUST1449,Female,33.0,West,39,Month-to-Month,Bank Transfer,DSL,Standard,59.8,2547.7,53.2,2,10.0,0
CUST2039,Male,58.0,South,46,One-Year,Electronic Check,Fiber,Premium,110.56,5135.57,57.5,1,7.6,0
CUST1389,Female,35.0,North,12,Month-to-Month,UPI,DSL,Basic,50.35,581.48,43.8,1,8.2,0
CUST2066,Male,36.0,East,12,One-Year,UPI,DSL,Standard,57.18,707.09,37.6,3,7.4,0
CUST1460,Female,18.0,North,5,Month-to-Month,UPI,DSL,Basic,46.4,233.54,81.3,3,6.4,1
CUST2109,Male,24.0,West,25,Month-to-Month,Credit Card,Fiber,Basic,46.2,1182.32,43.5,0,9.3,0
CUST1144,Male,43.0,West,9,One-Year,Electronic Check,DSL,Standard,70.16,,36.9,1,6.6,0
CUST1501,Female,34.0,West,47,Two-Year,Bank Transfer,DSL,Basic,38.9,1700.8,18.1,0,10.0,0
CUST2112,Female,49.0,South,72,Two-Year,Bank Transfer,DSL,Standard,64.28,4450.34,24.4,5,7.3,0
CUST1539,Female,30.0,West,30,Month-to-Month,Bank Transfer,Fiber,Standard,75.49,2238.48,54.3,0,8.0,0
CUST1177,Female,52.0,West,4,Two-Year,Electronic Check,Fiber,Basic,46.58,169.65,66.0,5,6.9,0
CUST2163,Male,64.0,West,12,Month-to-Month,Credit Card,Fiber,Premium,101.92,1188.59,56.5,2,7.6,1
CUST1706,Female,27.0,South,29,Month-to-Month,Credit Card,Fiber,Basic,47.67,1325.52,35.7,1,8.0,0
CUST1591,Male,21.0,South,51,Two-Year,Bank Transfer,Fiber,Standard,77.74,3929.54,43.2,2,7.5,0
CUST1636,Female,44.0,North,37,One-Year,Credit Card,DSL,Basic,51.86,1827.21,50.9,0,7.9,0
CUST1007,Female,39.0,South,27,Month-to-Month,Electronic Check,DSL,Premium,85.62,2144.85,23.9,3,,1
CUST1661,Female,31.0,West,10,Month-to-Month,UPI,Fiber,Premium,113.47,1137.96,71.1,0,,0
CUST2125,Female,47.0,West,14,Month-to-Month,Credit Card,Fiber,Premium,94.21,1269.1,59.5,2,7.5,1
CUST1357,Female,40.0,South,28,One-Year,UPI,DSL,Premium,104.25,2855.97,38.3,1,7.7,1
CUST1329,Male,18.0,North,36,Two-Year,UPI,No Internet,Basic,39.6,1419.12,64.1,2,7.4,0
CUST1712,Female,28.0,West,28,One-Year,Electronic Check,DSL,Basic,33.34,958.25,18.0,2,10.0,0
CUST1838,Male,,East,7,Month-to-Month,Electronic Check,Fiber,Premium,104.86,,26.6,1,8.6,0
CUST1258,Male,35.0,West,8,Month-to-Month,Bank Transfer,DSL,Standard,63.09,528.9,25.6,2,9.0,1
CUST1901,Male,36.0,North,4,Month-to-Month,Credit Card,Fiber,Standard,84.07,357.87,38.7,6,3.7,1
CUST1783,Female,25.0,North,52,Month-to-Month,Credit Card,DSL,Basic,30.51,1452.41,40.1,2,8.7,0
CUST1920,Male,44.0,North,9,Month-to-Month,Electronic Check,DSL,Standard,71.94,655.39,24.3,2,7.7,0
CUST1837,Female,27.0,North,16,Month-to-Month,Electronic Check,DSL,Standard,64.96,952.27,32.7,1,10.0,0
CUST1525,Male,51.0,North,72,One-Year,Electronic Check,Fiber,Premium,102.29,7572.59,42.7,2,10.0,0
CUST1958,Male,44.0,South,37,One-Year,Electronic Check,Fiber,Basic,60.83,2076.75,36.9,6,6.8,0
CUST1666,Female,31.0,West,5,Month-to-Month,Credit Card,DSL,Premium,87.41,426.42,14.2,4,7.9,1
CUST1759,Male,39.0,East,8,Month-to-Month,Bank Transfer,Fiber,Basic,55.28,506.89,40.8,3,9.0,1
CUST2145,Male,23.0,North,14,Month-to-Month,Electronic Check,Fiber,Standard,79.29,1032.99,49.3,0,9.4,0
CUST1440,Female,31.0,East,20,One-Year,Credit Card,Fiber,Standard,80.26,1587.44,33.3,3,7.4,0
CUST1531,Female,51.0,North,20,Month-to-Month,Bank Transfer,DSL,Premium,86.03,1640.71,8.1,4,6.1,1
CUST1970,Male,23.0,South,38,Two-Year,Electronic Check,DSL,Standard,53.94,2017.46,15.2,0,9.4,0
CUST1228,Female,35.0,West,47,Month-to-Month,UPI,DSL,Standard,67.68,3090.04,43.3,2,8.3,0
CUST2045,Male,49.0,North,72,Month-to-Month,UPI,No Internet,Premium,71.93,4955.54,27.1,0,10.0,0
CUST1212,Male,56.0,West,19,Month-to-Month,Credit Card,Fiber,Basic,53.48,1148.78,79.4,1,10.0,1
CUST1079,Female,,East,10,Two-Year,Electronic Check,Fiber,Premium,106.61,1066.68,36.4,0,7.6,0
CUST1148,Male,40.0,South,7,Month-to-Month,Electronic Check,DSL,Premium,87.7,579.91,34.3,3,5.4,1
CUST1599,Female,39.0,East,4,Month-to-Month,Electronic Check,Fiber,Basic,55.01,236.8,34.6,3,7.3,1
CUST1715,Male,41.0,North,23,One-Year,Bank Transfer,No Internet,Premium,80.58,1957.37,34.4,0,,0
CUST1597,Female,51.0,South,2,Month-to-Month,UPI,Fiber,Basic,47.03,91.41,74.6,6,5.1,1
CUST1133,Male,44.0,West,40,Month-to-Month,Credit Card,Fiber,Basic,53.76,2268.08,128.7,2,9.7,0
CUST1789,Female,28.0,North,16,Month-to-Month,Bank Transfer,DSL,Premium,94.87,1462.51,28.4,0,7.0,1
CUST1408,Male,59.0,South,18,Month-to-Month,Electronic Check,Fiber,Standard,84.77,1478.15,31.1,1,8.3,1
CUST2156,Male,,South,11,Month-to-Month,Credit Card,DSL,Premium,98.94,1055.16,9.2,1,10.0,0
CUST1507,Female,37.0,South,9,Month-to-Month,Bank Transfer,Fiber,Basic,54.72,504.12,53.3,2,7.7,1
CUST1886,Male,18.0,South,15,One-Year,Bank Transfer,Fiber,Standard,85.8,1413.02,48.2,1,8.0,0
CUST1504,Female,46.0,South,17,Month-to-Month,UPI,Fiber,Standard,73.28,1125.67,36.4,5,6.0,0
CUST1682,Male,36.0,South,13,One-Year,Bank Transfer,Fiber,Standard,78.52,963.98,49.4,1,9.3,0
CUST1347,Male,50.0,East,13,Month-to-Month,Electronic Check,DSL,Standard,62.98,776.91,34.5,1,9.3,0
CUST1386,Female,44.0,South,9,One-Year,Electronic Check,Fiber,Basic,63.97,571.72,36.4,2,7.4,0
CUST1000,Female,51.0,East,20,One-Year,Electronic Check,Fiber,Standard,78.74,1587.1,88.7,0,,0
CUST1360,Female,35.0,West,28,One-Year,,No Internet,Basic,26.59,,31.2,0,10.0,0
CUST2138,Male,62.0,East,9,Month-to-Month,Electronic Check,DSL,Standard,63.38,544.5,30.1,4,8.8,1
CUST1475,Male,34.0,West,35,Month-to-Month,Credit Card,DSL,Basic,41.8,1464.18,60.3,2,8.9,0
CUST1785,Male,42.0,West,18,Month-to-Month,UPI,No Internet,Standard,52.41,947.62,41.9,3,,1
CUST1761,Male,26.0,South,72,Two-Year,Credit Card,Fiber,Standard,84.55,5649.46,102.0,0,10.0,0
CUST1172,Male,57.0,South,25,One-Year,Bank Transfer,Fiber,Basic,52.99,1310.74,36.9,2,8.7,0
CUST1450,Male,33.0,North,6,Month-to-Month,UPI,DSL,Basic,37.13,215.47,30.8,4,7.8,0
CUST1125,Male,54.0,West,25,Month-to-Month,Bank Transfer,Fiber,Basic,50.6,1286.27,45.5,5,8.4,0
CUST2121,Male,24.0,North,72,Two-Year,Credit Card,Fiber,Basic,48.42,3404.64,46.8,1,,0
CUST1530,Female,50.0,West,13,One-Year,Bank Transfer,DSL,Basic,47.64,575.81,77.1,1,10.0,0
CUST1090,Male,43.0,South,14,Two-Year,Electronic Check,Fiber,Basic,39.31,569.21,68.9,2,7.5,1
CUST2166,Female,44.0,North,12,Two-Year,Bank Transfer,DSL,Standard,64.47,799.85,71.2,0,6.5,0
CUST1181,Female,34.0,North,72,Two-Year,UPI,Fiber,Standard,90.98,6544.21,21.5,5,7.9,0
CUST1667,Female,44.0,North,1,Month-to-Month,UPI,Fiber,Standard,73.09,67.72,57.3,5,3.8,1
CUST2011,Female,52.0,South,52,Month-to-Month,Electronic Check,Fiber,Premium,107.64,5886.78,69.7,3,5.0,1
CUST1251,Female,28.0,East,9,Month-to-Month,Electronic Check,Fiber,Basic,53.28,481.26,40.2,1,9.7,0
CUST1069,Male,52.0,South,11,Month-to-Month,Credit Card,DSL,Basic,39.53,429.26,80.0,1,8.8,1
CUST1131,Female,64.0,South,15,One-Year,,DSL,Standard,67.82,1034.41,23.5,4,7.8,0
CUST1300,Female,52.0,East,40,One-Year,Electronic Check,DSL,Basic,26.39,1086.76,25.7,2,9.4,0
CUST1677,Male,34.0,South,21,One-Year,UPI,Fiber,Premium,93.02,2006.36,34.5,2,8.7,0
CUST1326,Female,49.0,South,42,One-Year,Credit Card,Fiber,Premium,102.33,4299.75,66.9,0,8.9,1
CUST2179,Male,47.0,East,23,Month-to-Month,Bank Transfer,,Basic,42.99,992.06,35.0,1,9.2,1
CUST1499,Female,47.0,East,27,Month-to-Month,UPI,Fiber,Standard,79.86,2295.94,50.3,1,10.0,0
CUST1673,Female,33.0,West,22,One-Year,UPI,Fiber,Standard,78.23,1597.2,24.3,3,8.4,0
CUST2107,Male,30.0,South,11,Two-Year,Credit Card,DSL,Standard,51.62,,59.9,0,10.0,0
CUST1495,Female,47.0,South,15,Month-to-Month,Electronic Check,DSL,Basic,51.65,722.37,42.1,1,8.9,0
CUST1338,Male,36.0,West,22,One-Year,Credit Card,Fiber,Basic,39.47,925.84,52.5,1,10.0,1
CUST1974,Male,24.0,South,14,Month-to-Month,UPI,Fiber,Standard,79.99,1142.36,56.4,5,4.9,1
CUST1164,Female,50.0,South,11,One-Year,Electronic Check,Fiber,Premium,100.68,1117.57,49.9,4,6.4,0
CUST1028,Male,64.0,West,9,One-Year,Bank Transfer,DSL,Premium,102.88,937.36,54.5,3,8.6,0
CUST1516,Male,38.0,South,28,Month-to-Month,,Fiber,Standard,68.58,1935.14,33.8,1,10.0,0
CUST1193,Female,21.0,North,13,Month-to-Month,Electronic Check,Fiber,Standard,74.01,994.62,47.0,1,6.2,0
CUST1787,Male,47.0,East,72,Two-Year,Electronic Check,Fiber,Standard,81.88,6288.74,51.4,2,9.2,0
CUST1169,Female,54.0,South,4,Two-Year,Bank Transfer,DSL,Standard,64.09,271.1,51.3,2,8.9,0
CUST1717,Male,33.0,East,72,One-Year,Bank Transfer,Fiber,Premium,100.43,7268.8,86.4,4,7.6,0
CUST1173,Female,34.0,West,36,Two-Year,UPI,DSL,Standard,78.11,2438.65,36.5,1,7.8,0
CUST1518,Male,36.0,East,23,Month-to-Month,Electronic Check,Fiber,Basic,69.48,1637.95,41.0,4,7.0,1
CUST1930,Male,45.0,North,53,Two-Year,Bank Transfer,Fiber,Basic,53.71,3012.16,24.4,2,9.6,0
CUST2063,Female,54.0,North,62,Month-to-Month,Electronic Check,DSL,Basic,44.8,2531.68,35.5,1,8.2,0
CUST1491,Female,53.0,West,72,Two-Year,Bank Transfer,Fiber,Standard,66.24,4842.5,53.4,1,6.9,0
CUST1073,Male,24.0,East,21,Month-to-Month,Credit Card,DSL,Basic,42.4,874.92,22.2,2,8.9,0
CUST1992,Female,56.0,East,72,Two-Year,Bank Transfer,Fiber,Premium,93.91,,55.9,1,8.4,0
CUST1587,Male,40.0,East,72,One-Year,Electronic Check,Fiber,Premium,102.56,7506.85,60.1,3,7.1,0
CUST1234,Female,32.0,North,25,One-Year,Electronic Check,DSL,Basic,27.0,701.46,30.7,0,10.0,0
CUST1214,Female,42.0,North,12,Month-to-Month,Credit Card,Fiber,Basic,44.9,458.67,46.4,0,10.0,0
CUST2173,Female,43.0,North,21,Month-to-Month,Credit Card,No Internet,Standard,68.8,1479.08,8.1,2,9.1,0
CUST1132,Female,52.0,South,3,One-Year,Credit Card,DSL,Standard,73.47,225.09,50.2,3,6.0,0
CUST2026,Female,,East,22,Month-to-Month,UPI,DSL,Standard,63.69,1534.53,37.4,1,7.5,0
CUST1872,Female,31.0,North,22,One-Year,Bank Transfer,Fiber,Standard,73.33,1595.56,38.8,3,6.8,0
CUST2106,Male,32.0,South,44,Month-to-Month,Electronic Check,DSL,Standard,52.19,2429.76,16.9,1,10.0,0
CUST1185,Female,32.0,North,19,Month-to-Month,UPI,Fiber,Standard,72.88,1444.29,42.7,4,,1
CUST1041,Female,62.0,South,7,Month-to-Month,Electronic Check,Fiber,Basic,67.9,436.27,56.9,3,7.1,1
CUST1108,Male,43.0,North,57,One-Year,Credit Card,DSL,Basic,29.51,1627.55,22.6,1,9.3,0
CUST1857,Female,33.0,South,8,Month-to-Month,Bank Transfer,DSL,Basic,39.18,,17.6,1,10.0,1
CUST1568,Male,56.0,North,58,One-Year,Credit Card,DSL,Standard,68.35,3827.16,27.5,1,,0
CUST1739,Male,33.0,North,15,Month-to-Month,UPI,Fiber,Basic,64.48,1009.67,35.5,4,5.6,1
CUST2105,Female,52.0,South,15,One-Year,Electronic Check,No Internet,Basic,28.04,357.14,60.7,1,9.4,0
CUST2159,Female,46.0,North,8,Month-to-Month,UPI,Fiber,Basic,57.04,468.78,28.0,3,7.7,0
CUST1483,Male,18.0,South,13,Month-to-Month,Electronic Check,Fiber,Standard,71.94,965.54,52.0,1,10.0,0
CUST1468,Male,38.0,North,47,Two-Year,UPI,No Internet,Premium,81.51,3755.56,12.1,3,8.2,0
CUST1024,Female,50.0,North,15,Two-Year,Bank Transfer,Fiber,Premium,99.9,1543.89,76.7,2,6.7,0
CUST1668,Male,35.0,South,3,One-Year,Bank Transfer,DSL,Basic,32.28,95.55,17.4,6,7.3,0
CUST1939,Male,68.0,West,13,One-Year,Credit Card,Fiber,Basic,53.97,740.65,70.1,5,9.0,1
CUST1760,Female,38.0,East,46,Two-Year,Electronic Check,No Internet,Basic,18.79,938.58,22.8,1,9.6,0
CUST2005,Male,44.0,East,1,Two-Year,Electronic Check,DSL,Standard,66.4,65.81,23.5,8,3.6,0
CUST1366,Female,40.0,North,12,Month-to-Month,Credit Card,Fiber,Standard,73.76,874.42,56.3,5,6.4,1
CUST1848,Male,38.0,North,42,Two-Year,Credit Card,Fiber,Basic,60.98,2679.6,50.5,3,8.5,0
CUST2057,Male,31.0,West,55,Two-Year,Electronic Check,DSL,Basic,39.97,2153.8,21.7,2,10.0,0
CUST1383,Male,18.0,North,2,Month-to-Month,Electronic Check,DSL,Standard,76.48,148.3,7.8,5,4.8,1
CUST1454,Male,43.0,West,42,One-Year,UPI,DSL,Standard,59.22,2502.22,48.2,4,7.6,0
CUST1264,Female,61.0,East,23,Month-to-Month,UPI,No Internet,Standard,53.96,1243.04,27.8,2,8.0,0
CUST1768,Male,21.0,South,38,Month-to-Month,,Fiber,Premium,111.4,4014.91,33.9,2,10.0,0
CUST1991,Female,30.0,East,65,One-Year,Credit Card,DSL,Basic,37.51,2518.41,38.0,1,10.0,0
CUST1444,Male,52.0,North,15,Month-to-Month,Credit Card,DSL,Basic,41.96,562.9,,3,,1
CUST1395,Male,37.0,East,12,One-Year,Electronic Check,No Internet,Standard,59.03,690.91,1.0,1,9.8,0
CUST1757,Female,44.0,North,9,Month-to-Month,Electronic Check,Fiber,Premium,100.57,868.2,62.6,3,7.1,1
CUST1176,Male,52.0,East,12,One-Year,Bank Transfer,DSL,Standard,56.6,691.59,23.7,2,8.8,0
CUST1018,Female,56.0,East,37,Month-to-Month,Electronic Check,DSL,Standard,66.52,2476.13,18.0,1,7.8,0
CUST1713,Female,55.0,South,69,One-Year,UPI,Fiber,Standard,84.56,6426.96,49.2,1,9.3,0
CUST1822,Male,54.0,North,2,One-Year,Bank Transfer,DSL,Standard,63.12,124.5,66.8,4,6.1,1
CUST1595,Male,38.0,South,19,Month-to-Month,Credit Card,Fiber,Basic,51.88,952.3,77.3,0,10.0,0
CUST1061,Male,52.0,South,18,One-Year,UPI,No Internet,Standard,42.29,765.09,22.5,2,8.3,0
CUST1272,Male,45.0,North,41,Month-to-Month,Electronic Check,Fiber,Standard,89.22,3740.52,38.1,3,8.6,1
CUST1190,Female,36.0,West,42,One-Year,Electronic Check,Fiber,Premium,100.65,4417.82,45.3,1,8.9,0
CUST1278,Female,33.0,South,42,One-Year,,Fiber,Standard,70.79,3080.6,47.6,3,9.7,0
CUST1850,Male,34.0,West,19,Two-Year,UPI,No Internet,Premium,81.98,1559.52,51.4,2,8.1,0
CUST1368,Male,40.0,South,26,Two-Year,Credit Card,Fiber,Standard,71.1,,67.2,3,8.5,0
CUST1999,Male,51.0,East,11,One-Year,Credit Card,Fiber,Standard,78.02,848.63,45.2,5,7.2,0
CUST1849,Female,41.0,South,6,Month-to-Month,Electronic Check,Fiber,Premium,107.52,618.69,40.3,4,5.7,1
CUST1868,Male,35.0,North,19,Two-Year,UPI,DSL,Standard,58.83,1262.56,46.8,0,9.7,0
CUST1728,Male,43.0,North,32,One-Year,UPI,No Internet,Standard,45.49,1474.27,56.0,3,6.8,0
CUST1781,Female,23.0,South,18,Month-to-Month,Electronic Check,Fiber,Basic,48.08,,50.9,2,9.2,1
CUST1547,Male,18.0,South,31,One-Year,Bank Transfer,DSL,Standard,59.05,,29.6,1,,0
CUST1889,Female,39.0,South,42,Month-to-Month,Credit Card,No Internet,Standard,49.76,2029.1,30.1,1,9.6,0
CUST1910,Female,32.0,South,72,Two-Year,Bank Transfer,DSL,Standard,73.21,5118.03,34.1,3,8.0,0
CUST1456,Female,34.0,North,31,One-Year,Electronic Check,DSL,Standard,64.56,1929.69,31.2,0,9.5,0
CUST1393,Female,38.0,South,7,Two-Year,Electronic Check,DSL,Basic,58.3,389.16,62.0,3,7.2,0
CUST1675,Male,35.0,West,52,Two-Year,Electronic Check,Fiber,Basic,53.09,2872.73,52.1,3,6.9,0
CUST1922,Female,22.0,North,33,One-Year,Bank Transfer,,Standard,75.31,2441.52,37.7,2,6.4,0
CUST2177,Male,46.0,East,7,Month-to-Month,Electronic Check,Fiber,Premium,114.7,773.56,37.0,5,4.6,1
CUST1375,Male,31.0,North,15,Month-to-Month,Electronic Check,Fiber,Basic,52.85,773.74,42.0,4,7.5,1
CUST1412,Male,18.0,West,51,One-Year,UPI,No Internet,Standard,50.16,,32.8,2,8.1,0
CUST1074,Male,40.0,North,11,Month-to-Month,Bank Transfer,DSL,Premium,94.11,1047.82,32.8,0,10.0,0
CUST1283,Male,45.0,North,47,One-Year,Credit Card,Fiber,Basic,47.1,2272.31,35.5,2,,0
CUST1874,Female,51.0,South,46,One-Year,Credit Card,DSL,Basic,39.31,,34.0,0,9.8,0
CUST1500,Female,47.0,West,4,Month-to-Month,Electronic Check,DSL,Premium,87.43,336.9,27.3,4,6.1,1
CUST1808,Male,69.0,North,14,Month-to-Month,UPI,Fiber,Standard,63.03,851.49,53.2,2,7.1,1
CUST1616,Female,44.0,East,4,Two-Year,Bank Transfer,Fiber,Standard,64.53,243.5,38.3,5,6.6,0
CUST1114,Male,34.0,North,13,Month-to-Month,UPI,Fiber,Standard,88.62,1184.65,43.6,6,6.4,1
CUST1417,Female,30.0,East,18,One-Year,Credit Card,Fiber,Basic,59.34,1086.76,52.1,2,9.5,0
CUST1601,Female,30.0,East,27,One-Year,UPI,Fiber,Basic,44.37,1227.06,57.2,0,,0
CUST1604,Female,19.0,East,2,Month-to-Month,Bank Transfer,DSL,Standard,59.77,111.58,67.2,8,3.6,1
CUST1089,Male,56.0,East,44,One-Year,Credit Card,No Internet,Standard,41.09,1720.19,56.4,3,9.3,0
CUST2153,Male,32.0,South,6,Month-to-Month,Credit Card,Fiber,Standard,73.62,466.99,72.9,6,7.3,1
CUST1498,Male,46.0,West,35,One-Year,Bank Transfer,,Basic,68.93,2365.32,62.0,4,7.0,0
CUST1885,Male,26.0,North,9,One-Year,Electronic Check,Fiber,Premium,111.58,1098.06,,3,7.2,1
